series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CXUOTHRMEATLB0215M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB02	15	M	Other meats-LB02-$100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0216M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB02	16	M	Other meats-LB02-$120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0217M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB02	17	M	Other meats-LB02-Before tax income of $150,000 and over(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB02A1M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB02	A1	M	Other meats-LB02-Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXUOTHRMEATLB02A2M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB02	A2	M	Other meats-LB02-Total complete income reporters	          	1984	A01	2003	A01
CXUOTHRMEATLB0401M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	01	M	Other meats-LB04-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB0402M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	02	M	Other meats-LB04-Reference person under age 25	          	1984	A01	2013	A01
CXUOTHRMEATLB0403M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	03	M	Other meats-LB04-Reference person between age 25 and 34	          	1984	A01	2013	A01
CXUOTHRMEATLB0404M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	04	M	Other meats-LB04-Reference person between age 35 and 44	          	1984	A01	2013	A01
CXUOTHRMEATLB0405M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	05	M	Other meats-LB04-Reference person between age 45 and 54	          	1984	A01	2013	A01
CXUOTHRMEATLB0406M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	06	M	Other meats-LB04-Reference person between age 55 and 64	          	1984	A01	2013	A01
CXUOTHRMEATLB0407M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	07	M	Other meats-LB04-Reference person over age 65	          	1988	A01	2013	A01
CXUOTHRMEATLB0408M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	08	M	Other meats-LB04-Reference person between age 65 and 74	          	1984	A01	2013	A01
CXUOTHRMEATLB0409M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB04	09	M	Other meats-LB04-Reference person over the age of 75	          	1984	A01	2013	A01
CXUOTHRMEATLB0501M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	01	M	Other meats-LB05-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB0502M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	02	M	Other meats-LB05-One person consumer unit	          	1984	A01	2013	A01
CXUOTHRMEATLB0503M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	03	M	Other meats-LB05-Two or more people in consumer unit	          	1988	A01	2013	A01
CXUOTHRMEATLB0504M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	04	M	Other meats-LB05-Two people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMEATLB0505M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	05	M	Other meats-LB05-Three people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMEATLB0506M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	06	M	Other meats-LB05-Four people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMEATLB0507M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	07	M	Other meats-LB05-Five or more people in consumer unit	          	1988	A01	2013	A01
CXUOTHRMEATLB05A1M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	A1	M	Other meats-LB05-Five people in consumer unit	          	1984	A01	1987	A01
CXUOTHRMEATLB05A2M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB05	A2	M	Other meats-LB05-Six or more people in consumer unit	          	1984	A01	1987	A01
CXUOTHRMEATLB0601M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	01	M	Other meats-LB06-Total husband and wife consumer units	          	1984	A01	2013	A01
CXUOTHRMEATLB0602M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	02	M	Other meats-LB06-Husband and wife only consumer units	          	1984	A01	2013	A01
CXUOTHRMEATLB0603M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	03	M	Other meats-LB06-Total husband and wife with children cons. units	          	1988	A01	2013	A01
CXUOTHRMEATLB0604M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	04	M	Other meats-LB06-Husband and wife w/ children, oldest child under 6	          	1984	A01	2013	A01
CXUOTHRMEATLB0605M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	05	M	Other meats-LB06-Husband and wife w/ children, oldest child 6 to 17	          	1984	A01	2013	A01
CXUOTHRMEATLB0606M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	06	M	Other meats-LB06-Husband & wife w/ children, old. child 18 or over	          	1984	A01	2013	A01
CXUOTHRMEATLB0607M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	07	M	Other meats-LB06-Other husband and wife consumer units	          	1984	A01	2013	A01
CXUOTHRMEATLB0608M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	08	M	Other meats-LB06-One parent, at least one child under 18	          	1984	A01	2013	A01
CXUOTHRMEATLB0609M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB06	09	M	Other meats-LB06-Single person and other consumer units	          	1984	A01	2013	A01
CXUOTHRMEATLB0701M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	01	M	Other meats-LB07-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB0702M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	02	M	Other meats-LB07-Single Consumers, no earner	          	1984	A01	2013	A01
CXUOTHRMEATLB0703M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	03	M	Other meats-LB07-Single Consumers, one earner	          	1984	A01	2013	A01
CXUOTHRMEATLB0704M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	04	M	Other meats-LB07-Consumer units of two or more people, no earners	          	1984	A01	2013	A01
CXUOTHRMEATLB0705M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	05	M	Other meats-LB07-CUs of two or more people, one earner	          	1984	A01	2013	A01
CXUOTHRMEATLB0706M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	06	M	Other meats-LB07-CUs of two or more people, two earners	          	1984	A01	2013	A01
CXUOTHRMEATLB0707M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB07	07	M	Other meats-LB07-CUs of two or more people, three or more earners	          	1984	A01	2013	A01
CXUOTHRMEATLB0801M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	01	M	Other meats-LB08-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB0802M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	02	M	Other meats-LB08-Housing tenure: home owner	          	1984	A01	2013	A01
CXUOTHRMEATLB0803M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	03	M	Other meats-LB08-Housing tenure: homeowner with mortgage(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0804M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	04	M	Other meats-LB08-Housing tenure: homeowner w/o mortgage(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0805M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	05	M	Other meats-LB08-Housing tenure: renter	          	1984	A01	2013	A01
CXUOTHRMEATLB0806M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	06	M	Other meats-LB08-Type of area: urban	          	1984	A01	2013	A01
CXUOTHRMEATLB0807M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	07	M	Other meats-LB08-Type of area: urban: central city(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0808M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	08	M	Other meats-LB08-Type of area: urban: other urban(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0809M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB08	09	M	Other meats-LB08-Type of area: rural	          	1984	A01	2013	A01
CXUOTHRMEATLB0901M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB09	01	M	Other meats-LB09-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB0902M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB09	02	M	Other meats-LB09-Race of ref. person: White, Asian, and All Others	          	1984	A01	2013	A01
CXUOTHRMEATLB0903M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB09	03	M	Other meats-LB09-Race of rf. pers.: White and All Others(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0904M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB09	04	M	Other meats-LB09-Race of reference person: Asian(from 2003)	          	2003	A01	2013	A01
CXUOTHRMEATLB0905M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB09	05	M	Other meats-LB09-Race of ref. person: Black or African American	          	1984	A01	2013	A01
CXUOTHRMEATLB1001M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB10	01	M	Other meats-LB10-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB1002M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB10	02	M	Other meats-LB10-Origin of reference person: Hispanic or Latino	          	1994	A01	2013	A01
CXUOTHRMEATLB1003M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB10	03	M	Other meats-LB10-Origin of reference person: Not Hispanic or Latino	          	1994	A01	2013	A01
CXUOTHRMEATLB1004M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB10	04	M	Other meats-LB10-Not Hispanic or Latino: White and All Other Races	          	2003	A01	2013	A01
CXUOTHRMEATLB1005M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB10	05	M	Other meats-LB10-Not Hispanic or Latino: Black or African-American	          	2003	A01	2013	A01
CXUOTHRMEATLB1101M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB11	01	M	Other meats-LB11-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMEATLB1102M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB11	02	M	Other meats-LB11-Region of residence: northeast	          	1984	A01	2013	A01
CXUOTHRMEATLB1103M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB11	03	M	Other meats-LB11-Region of residence: midwest	          	1984	A01	2013	A01
CXUOTHRMEATLB1104M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB11	04	M	Other meats-LB11-Region of residence: south	          	1984	A01	2013	A01
CXUOTHRMEATLB1105M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB11	05	M	Other meats-LB11-Region of residence: west	          	1984	A01	2013	A01
CXUOTHRMEATLB1201M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	01	M	Other meats-LB12-Self-employed workers	          	1984	A01	2013	A01
CXUOTHRMEATLB1202M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	02	M	Other meats-LB12-Total wage and salary earners	          	1984	A01	2013	A01
CXUOTHRMEATLB1203M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	03	M	Other meats-LB12-Wage & salary earners: managers and professionals	          	1984	A01	2013	A01
CXUOTHRMEATLB1204M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	04	M	Other meats-LB12-Wage & salary: tech., sales, and clerical workers	          	1984	A01	2013	A01
CXUOTHRMEATLB1205M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	05	M	Other meats-LB12-Wage & salary earners: service workers	          	1984	A01	2013	A01
CXUOTHRMEATLB1206M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	06	M	Other meats-LB12-Wage & salary: construction workers & mechanics	          	1984	A01	2013	A01
CXUOTHRMEATLB1207M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	07	M	Other meats-LB12-Wage & salary: Operators, fabricators & laborers	          	1984	A01	2013	A01
CXUOTHRMEATLB1208M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	08	M	Other meats-LB12-Retired	          	1984	A01	2013	A01
CXUOTHRMEATLB1209M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB12	09	M	Other meats-LB12-Occupation: all other, including not reporting	          	1984	A01	2013	A01
CXUOTHRMEATLB1301M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	01	M	Other meats-LB13-All Consumer Units	          	1984	A01	2012	A01
CXUOTHRMEATLB1302M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	02	M	Other meats-LB13-Total, less than college graduate	          	1996	A01	2012	A01
CXUOTHRMEATLB1303M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	03	M	Other meats-LB13-Less than high school graduate	          	1995	A01	2012	A01
CXUOTHRMEATLB1304M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	04	M	Other meats-LB13-High school graduate	          	1995	A01	2012	A01
CXUOTHRMEATLB1305M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	05	M	Other meats-LB13-High school graduate with some college	          	1995	A01	2012	A01
CXUOTHRMEATLB1306M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	06	M	Other meats-LB13-Associate degree	          	1996	A01	2012	A01
CXUOTHRMEATLB1307M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	07	M	Other meats-LB13-Total, college graduate	          	1995	A01	2012	A01
CXUOTHRMEATLB1308M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	08	M	Other meats-LB13-Bachelor's degree	          	1996	A01	2012	A01
CXUOTHRMEATLB1309M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB13	09	M	Other meats-LB13-Master's, professional, doctorate	          	1996	A01	2012	A01
CXUOTHRMEATLB1401M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	01	M	Other meats-LB14-All Consumer Units	          	2012	A01	2013	A01
CXUOTHRMEATLB1402M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	02	M	Other meats-LB14-Less than college graduate: Total	          	2012	A01	2013	A01
CXUOTHRMEATLB1403M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	03	M	Other meats-LB14-Less than college graduate: Less than high school graduate	          	2012	A01	2013	A01
CXUOTHRMEATLB1404M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	04	M	Other meats-LB14-Less than college graduate: High school graduate	          	2012	A01	2013	A01
CXUOTHRMEATLB1405M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	05	M	Other meats-LB14-Less than college graduate: High schoo graduate with some college	          	2012	A01	2013	A01
CXUOTHRMEATLB1406M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	06	M	Other meats-LB14-Less than college graduate: Associate's degree	          	2012	A01	2013	A01
CXUOTHRMEATLB1407M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	07	M	Other meats-LB14-College graduate: Total	          	2012	A01	2013	A01
CXUOTHRMEATLB1408M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	08	M	Other meats-LB14-College graduate: Bachelor's degree	          	2012	A01	2013	A01
CXUOTHRMEATLB1409M            	U	EXPEND	FOODTOTL	OTHRMEAT	LB14	09	M	Other meats-LB14-College graduate: Master's, professional, doctoral degree	          	2012	A01	2013	A01
CXUOTHRMONYLB0101M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	01	M	Other money receipts-LB01-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0102M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	02	M	Other money receipts-LB01-Lowest 20 percent income quintile	          	1984	A01	2013	A01
CXUOTHRMONYLB0103M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	03	M	Other money receipts-LB01-Second 20 percent income quintile	          	1984	A01	2013	A01
CXUOTHRMONYLB0104M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	04	M	Other money receipts-LB01-Third 20 percent income quintile	          	1984	A01	2013	A01
CXUOTHRMONYLB0105M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	05	M	Other money receipts-LB01-Fourth 20 percent income quintile	          	1984	A01	2013	A01
CXUOTHRMONYLB0106M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	06	M	Other money receipts-LB01-Highest 20 percent income quintile	          	1984	A01	2013	A01
CXUOTHRMONYLB01A1M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	A1	M	Other money receipts-LB01-Total complete income reporters	          	1984	A01	2003	A01
CXUOTHRMONYLB01A2M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB01	A2	M	Other money receipts-LB01-Incomplete income reports	          	1984	A01	2003	A01
CXUOTHRMONYLB0201M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	01	M	Other money receipts-LB02-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0202M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	02	M	Other money receipts-LB02-Before tax income of less than $5,000	          	1984	A01	2013	A01
CXUOTHRMONYLB0203M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	03	M	Other money receipts-LB02-$5,000 to $9,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0204M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	04	M	Other money receipts-LB02-$10,000 to $14,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0205M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	05	M	Other money receipts-LB02-$15,000 to $19,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0206M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	06	M	Other money receipts-LB02-$20,000 to $29,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0207M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	07	M	Other money receipts-LB02-$30,000 to $39,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0208M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	08	M	Other money receipts-LB02-$40,000 to $49,999 before tax income	          	1984	A01	2013	A01
CXUOTHRMONYLB0209M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	09	M	Other money receipts-LB02-$50,000 to $69,999 before tax income	          	1992	A01	2013	A01
CXUOTHRMONYLB0210M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	10	M	Other money receipts-LB02-Before tax income of $70,000 and over	          	1992	A01	2013	A01
CXUOTHRMONYLB0211M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	11	M	Other money receipts-LB02-Before tax income of less than $70,000(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0212M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	12	M	Other money receipts-LB02-$70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0213M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	13	M	Other money receipts-LB02-$80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0214M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	14	M	Other money receipts-LB02-Before tax income of $100,000 and over(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0215M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	15	M	Other money receipts-LB02-$100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0216M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	16	M	Other money receipts-LB02-$120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0217M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	17	M	Other money receipts-LB02-Before tax income of $150,000 and over(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB02A1M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	A1	M	Other money receipts-LB02-Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXUOTHRMONYLB02A2M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB02	A2	M	Other money receipts-LB02-Total complete income reporters	          	1984	A01	2003	A01
CXUOTHRMONYLB0401M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	01	M	Other money receipts-LB04-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0402M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	02	M	Other money receipts-LB04-Reference person under age 25	          	1984	A01	2013	A01
CXUOTHRMONYLB0403M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	03	M	Other money receipts-LB04-Reference person between age 25 and 34	          	1984	A01	2013	A01
CXUOTHRMONYLB0404M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	04	M	Other money receipts-LB04-Reference person between age 35 and 44	          	1984	A01	2013	A01
CXUOTHRMONYLB0405M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	05	M	Other money receipts-LB04-Reference person between age 45 and 54	          	1984	A01	2013	A01
CXUOTHRMONYLB0406M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	06	M	Other money receipts-LB04-Reference person between age 55 and 64	          	1984	A01	2013	A01
CXUOTHRMONYLB0407M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	07	M	Other money receipts-LB04-Reference person over age 65	          	1988	A01	2013	A01
CXUOTHRMONYLB0408M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	08	M	Other money receipts-LB04-Reference person between age 65 and 74	          	1984	A01	2013	A01
CXUOTHRMONYLB0409M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB04	09	M	Other money receipts-LB04-Reference person over the age of 75	          	1984	A01	2013	A01
CXUOTHRMONYLB0501M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	01	M	Other money receipts-LB05-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0502M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	02	M	Other money receipts-LB05-One person consumer unit	          	1984	A01	2013	A01
CXUOTHRMONYLB0503M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	03	M	Other money receipts-LB05-Two or more people in consumer unit	          	1988	A01	2013	A01
CXUOTHRMONYLB0504M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	04	M	Other money receipts-LB05-Two people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMONYLB0505M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	05	M	Other money receipts-LB05-Three people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMONYLB0506M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	06	M	Other money receipts-LB05-Four people in consumer unit	          	1984	A01	2013	A01
CXUOTHRMONYLB0507M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	07	M	Other money receipts-LB05-Five or more people in consumer unit	          	1988	A01	2013	A01
CXUOTHRMONYLB05A1M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	A1	M	Other money receipts-LB05-Five people in consumer unit	          	1984	A01	1987	A01
CXUOTHRMONYLB05A2M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB05	A2	M	Other money receipts-LB05-Six or more people in consumer unit	          	1984	A01	1987	A01
CXUOTHRMONYLB0601M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	01	M	Other money receipts-LB06-Total husband and wife consumer units	          	1984	A01	2013	A01
CXUOTHRMONYLB0602M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	02	M	Other money receipts-LB06-Husband and wife only consumer units	          	1984	A01	2013	A01
CXUOTHRMONYLB0603M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	03	M	Other money receipts-LB06-Total husband and wife with children cons. units	          	1988	A01	2013	A01
CXUOTHRMONYLB0604M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	04	M	Other money receipts-LB06-Husband and wife w/ children, oldest child under 6	          	1984	A01	2013	A01
CXUOTHRMONYLB0605M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	05	M	Other money receipts-LB06-Husband and wife w/ children, oldest child 6 to 17	          	1984	A01	2013	A01
CXUOTHRMONYLB0606M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	06	M	Other money receipts-LB06-Husband & wife w/ children, old. child 18 or over	          	1984	A01	2013	A01
CXUOTHRMONYLB0607M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	07	M	Other money receipts-LB06-Other husband and wife consumer units	          	1984	A01	2013	A01
CXUOTHRMONYLB0608M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	08	M	Other money receipts-LB06-One parent, at least one child under 18	          	1984	A01	2013	A01
CXUOTHRMONYLB0609M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB06	09	M	Other money receipts-LB06-Single person and other consumer units	          	1984	A01	2013	A01
CXUOTHRMONYLB0701M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	01	M	Other money receipts-LB07-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0702M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	02	M	Other money receipts-LB07-Single Consumers, no earner	          	1984	A01	2013	A01
CXUOTHRMONYLB0703M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	03	M	Other money receipts-LB07-Single Consumers, one earner	          	1984	A01	2013	A01
CXUOTHRMONYLB0704M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	04	M	Other money receipts-LB07-Consumer units of two or more people, no earners	          	1984	A01	2013	A01
CXUOTHRMONYLB0705M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	05	M	Other money receipts-LB07-CUs of two or more people, one earner	          	1984	A01	2013	A01
CXUOTHRMONYLB0706M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	06	M	Other money receipts-LB07-CUs of two or more people, two earners	          	1984	A01	2013	A01
CXUOTHRMONYLB0707M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB07	07	M	Other money receipts-LB07-CUs of two or more people, three or more earners	          	1984	A01	2013	A01
CXUOTHRMONYLB0801M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	01	M	Other money receipts-LB08-All Consumer Units	          	1984	A01	2013	A01
CXUOTHRMONYLB0802M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	02	M	Other money receipts-LB08-Housing tenure: home owner	          	1984	A01	2013	A01
CXUOTHRMONYLB0803M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	03	M	Other money receipts-LB08-Housing tenure: homeowner with mortgage(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0804M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	04	M	Other money receipts-LB08-Housing tenure: homeowner w/o mortgage(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0805M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	05	M	Other money receipts-LB08-Housing tenure: renter	          	1984	A01	2013	A01
CXUOTHRMONYLB0806M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	06	M	Other money receipts-LB08-Type of area: urban	          	1984	A01	2013	A01
CXUOTHRMONYLB0807M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	07	M	Other money receipts-LB08-Type of area: urban: central city(from 2003)	          	2003	A01	2013	A01
CXUOTHRMONYLB0808M            	U	ADDENDA	TITLEOFI	OTHRMONY	LB08	08	M	Other money receipts-LB08-Type of area: urban: other urban(from 2003)	          	2003	A01	2013	A01
