"Category","Demo_Code","Year","All","Midwest","Northeast","South","West"
"Percent Homeowner without mortgage","LB11",1993,26,30,26,29,19
"Percent Homeowner without mortgage","LB11",1994,26,28,27,29,20
"Percent Homeowner without mortgage","LB11",1995,26,28,27,29,20
"Percent Homeowner without mortgage","LB11",1996,26,29,24,29,20
"Percent Homeowner without mortgage","LB11",1997,26,29,25,28,20
"Percent Homeowner without mortgage","LB11",1998,26,29,25,28,19
"Percent Homeowner without mortgage","LB11",1999,27,30,28,29,19
"Percent Homeowner without mortgage","LB11",2000,27,29,27,30,20
"Percent Homeowner without mortgage","LB11",2001,26,28,27,29,19
"Percent Homeowner without mortgage","LB11",2002,26,29,26,28,19
"Percent Homeowner without mortgage","LB11",2003,26,28,27,28,20
"Percent Homeowner without mortgage","LB11",2004,25,27,26,28,19
"Percent Homeowner without mortgage","LB11",2005,25,27,26,27,18
"Percent Homeowner without mortgage","LB11",2006,24,26,25,27,18
"Percent Homeowner without mortgage","LB11",2007,23,24,23,26,18
"Percent Homeowner without mortgage","LB11",2008,24,25,24,27,19
"Percent Homeowner without mortgage","LB11",2009,25,26,25,28,18
"Percent Homeowner without mortgage","LB11",2010,25,26,26,28,18
"Percent Homeowner without mortgage","LB11",2011,25,25,24,28,19
"Percent Homeowner without mortgage","LB11",2012,26,27,24,28,21
"Percent Homeowner without mortgage","LB11",2013,26,28,27,29,20
"Percent Never attended school and other","LB11",1984,1,0,0,1,2
"Percent Never attended school and other","LB11",1985,1,0,1,1,1
"Percent Never attended school and other","LB11",1986,1,0,0,1,1
"Percent Never attended school and other","LB11",1987,1,0,1,1,1
"Percent Never attended school and other","LB11",1988,1,0,0,1,1
"Percent Never attended school and other","LB11",1989,1,0,0,1,1
"Percent Never attended school and other","LB11",1990,0,0,0,1,0
"Percent Never attended school and other","LB11",1991,1,0,1,1,0
"Percent Never attended school and other","LB11",1992,0,0,0,1,0
"Percent Never attended school and other","LB11",1993,0,0,0,0,0
"Percent Never attended school and other","LB11",1994,0,0,0,0,0
"Percent Never attended school and other","LB11",1995,0,0,0,1,1
"Percent Never attended school and other","LB11",1996,0,0,0,1,0
"Percent Never attended school and other","LB11",1997,0,0,0,0,0
"Percent Never attended school and other","LB11",1998,0,0,0,0,1
"Percent Never attended school and other","LB11",1999,0,0,0,0,0
"Percent Never attended school and other","LB11",2000,0,0,0,0,1
"Percent Never attended school and other","LB11",2001,0,0,0,0,1
"Percent Never attended school and other","LB11",2002,0,0,0,0,1
"Percent Never attended school and other","LB11",2003,0,0,0,0,0
"Percent Never attended school and other","LB11",2004,0,0,0,0,0
"Percent Never attended school and other","LB11",2005,0,0,0,0,0
"Percent Never attended school and other","LB11",2006,0,0,0,0,0
"Percent Never attended school and other","LB11",2007,0,0,0,0,0
"Percent Never attended school and other","LB11",2008,0,0,0,0,0
"Percent Never attended school and other","LB11",2009,0,0,0,0,0
"Percent Never attended school and other","LB11",2010,0,0,0,0,0
"Percent Never attended school and other","LB11",2011,0,0,0,0,0
"Percent Never attended school and other","LB11",2012,0,0,0,0,0
"Percent Never attended school and other","LB11",2013,0,0,0,0,0
"Percent Not Hispanic or Latino","LB11",2004,89,96,93,90,79
"Percent Not Hispanic or Latino","LB11",2005,89,96,92,90,80
"Percent Not Hispanic or Latino","LB11",2006,89,96,91,87,80
"Percent Not Hispanic or Latino","LB11",2007,88,96,91,87,81
"Percent Not Hispanic or Latino","LB11",2008,88,95,90,87,81
"Percent Not Hispanic or Latino","LB11",2009,88,95,90,87,81
"Percent Not Hispanic or Latino","LB11",2010,88,96,90,87,80
"Percent Not Hispanic or Latino","LB11",2011,88,95,90,87,80
"Percent Not Hispanic or Latino","LB11",2012,87,94,90,86,80
"Percent Not Hispanic or Latino","LB11",2013,87,96,90,86,79
"Percent White, Asian, and All Other Races","LB11",1984,90,93,92,83,95
"Percent White, Asian, and All Other Races","LB11",1985,89,93,92,81,95
"Percent White, Asian, and All Other Races","LB11",1986,89,91,92,82,95
"Percent White, Asian, and All Other Races","LB11",1987,89,92,91,83,95
"Percent White, Asian, and All Other Races","LB11",1988,89,91,91,83,97
"Percent White, Asian, and All Other Races","LB11",1989,89,91,91,84,95
"Percent White, Asian, and All Other Races","LB11",1990,89,91,90,82,95
"Percent White, Asian, and All Other Races","LB11",1991,89,90,90,84,95
"Percent White, Asian, and All Other Races","LB11",1992,89,90,90,83,95
"Percent White, Asian, and All Other Races","LB11",1993,88,90,90,82,95
"Percent White, Asian, and All Other Races","LB11",1994,89,90,91,83,96
"Percent White, Asian, and All Other Races","LB11",1995,89,90,91,82,96
"Percent White, Asian, and All Other Races","LB11",1996,88,90,88,82,96
"Percent White, Asian, and All Other Races","LB11",1997,88,91,89,81,95
"Percent White, Asian, and All Other Races","LB11",1998,88,91,89,81,95
"Percent White, Asian, and All Other Races","LB11",1999,88,90,88,81,96
"Percent White, Asian, and All Other Races","LB11",2000,88,91,88,81,95
"Percent White, Asian, and All Other Races","LB11",2001,88,90,90,81,95
"Percent White, Asian, and All Other Races","LB11",2002,88,90,90,81,96
"Percent White, Asian, and All Other Races","LB11",2003,88,90,90,81,96
"Percent White, Asian, and All Other Races","LB11",2004,88,91,88,82,96
"Percent White, Asian, and All Other Races","LB11",2005,88,91,90,80,96
"Percent White, Asian, and All Other Races","LB11",2006,88,91,90,80,95
"Percent White, Asian, and All Other Races","LB11",2007,88,92,89,80,95
"Percent White, Asian, and All Other Races","LB11",2008,88,91,89,80,96
"Percent White, Asian, and All Other Races","LB11",2009,88,91,90,80,95
"Percent White, Asian, and All Other Races","LB11",2010,88,91,89,81,95
"Percent White, Asian, and All Other Races","LB11",2011,88,90,90,80,95
"Percent White, Asian, and All Other Races","LB11",2012,87,90,89,80,96
"Percent White, Asian, and All Other Races","LB11",2013,87,91,88,80,96
"Percent Women reference persons","LB11",1984,31,31,32,32,30
"Percent Women reference persons","LB11",1985,32,31,33,31,31
"Percent Women reference persons","LB11",1986,34,34,37,33,31
"Percent Women reference persons","LB11",1987,33,32,38,33,32
"Percent Women reference persons","LB11",1988,33,33,36,33,31
"Percent Women reference persons","LB11",1989,34,32,36,35,31
"Percent Women reference persons","LB11",1990,35,33,37,38,33
"Percent Women reference persons","LB11",1991,35,33,37,35,34
"Percent Women reference persons","LB11",1992,36,35,41,35,34
"Percent Women reference persons","LB11",1993,37,35,42,36,34
"Percent Women reference persons","LB11",1994,38,36,43,38,33
"Percent Women reference persons","LB11",1995,38,34,42,39,34
"Percent Women reference persons","LB11",1996,40,37,42,40,40
"Percent Women reference persons","LB11",1997,41,38,43,42,41
"Percent Women reference persons","LB11",1998,42,40,42,44,41
"Percent Women reference persons","LB11",1999,45,46,44,47,43
"Percent Women reference persons","LB11",2000,47,47,47,49,45
"Percent Women reference persons","LB11",2001,49,47,48,51,47
"Percent Women reference persons","LB11",2002,49,49,49,50,47
"Percent Women reference persons","LB11",2003,50,49,48,51,49
"Percent Women reference persons","LB11",2004,52,50,52,55,50
"Percent Women reference persons","LB11",2005,53,51,54,55,49
"Percent Women reference persons","LB11",2006,54,53,55,56,50
"Percent Women reference persons","LB11",2007,53,50,56,55,51
"Percent Women reference persons","LB11",2008,53,52,55,54,51
"Percent Women reference persons","LB11",2009,53,52,56,55,48
"Percent Women reference persons","LB11",2010,53,53,57,55,49
"Percent Women reference persons","LB11",2011,53,54,55,55,50
"Percent Women reference persons","LB11",2012,53,53,55,54,51
"Percent Women reference persons","LB11",2013,53,52,55,53,51
"Personal insurance and pensions","LB11",1984,1897,1887,1795,1873,2075
"Personal insurance and pensions","LB11",1985,2016,2026,1886,2029,2127
"Personal insurance and pensions","LB11",1986,2127,1991,2125,2072,2397
"Personal insurance and pensions","LB11",1987,2175,2062,2054,2130,2513
"Personal insurance and pensions","LB11",1988,2249,2182,2242,2143,2515
"Personal insurance and pensions","LB11",1989,2472,2443,2473,2325,2749
"Personal insurance and pensions","LB11",1990,2592,2408,2690,2395,3042
"Personal insurance and pensions","LB11",1991,2787,2582,2883,2621,3215
"Personal insurance and pensions","LB11",1992,2750,2566,2869,2564,3158
"Personal insurance and pensions","LB11",1993,2908,2697,2845,2723,3533
"Personal insurance and pensions","LB11",1994,2938,2712,2934,2746,3523
"Personal insurance and pensions","LB11",1995,2964,3017,2915,2668,3432
"Personal insurance and pensions","LB11",1996,3060,3079,3004,2890,3364
"Personal insurance and pensions","LB11",1997,3223,3128,3298,2883,3819
"Personal insurance and pensions","LB11",1998,3381,3291,3427,3152,3798
"Personal insurance and pensions","LB11",1999,3436,3418,3494,2946,4181
"Personal insurance and pensions","LB11",2000,3365,3490,3371,3077,3679
"Personal insurance and pensions","LB11",2001,3737,3853,3770,3385,4149
"Personal insurance and pensions","LB11",2002,3899,4065,3924,3632,4132
"Personal insurance and pensions","LB11",2003,4055,4295,4308,3690,4179
"Personal insurance and pensions","LB11",2004,4823,4895,5110,4414,5167
"Personal insurance and pensions","LB11",2005,5204,5212,5353,4760,5789
"Personal insurance and pensions","LB11",2006,5270,5179,5477,4736,6042
"Personal insurance and pensions","LB11",2007,5336,5315,5558,4948,5791
"Personal insurance and pensions","LB11",2008,5605,5552,5987,5158,6067
"Personal insurance and pensions","LB11",2009,5471,5340,6013,5015,5894
"Personal insurance and pensions","LB11",2010,5373,5371,5756,4780,6023
"Personal insurance and pensions","LB11",2011,5424,5178,5961,4936,6016
"Personal insurance and pensions","LB11",2012,5591,5339,6009,5273,6030
"Personal insurance and pensions","LB11",2013,5528,5453,6422,4975,5801
"Personal taxes","LB11",1984,2227,2143,2159,2230,2407
"Personal taxes","LB11",1985,2240,2251,1936,2392,2277
"Personal taxes","LB11",1986,2288,1901,2242,2297,2800
"Personal taxes","LB11",1987,2455,2275,1964,2519,3022
"Personal taxes","LB11",1988,2391,2270,2406,2313,2644
"Personal taxes","LB11",1989,2812,2678,3138,2561,3047
"Personal taxes","LB11",1990,2952,2426,3094,2715,3791
"Personal taxes","LB11",1991,3172,2411,3767,2817,4044
"Personal taxes","LB11",1992,3068,2512,3525,2557,4049
"Personal taxes","LB11",1993,2978,2781,3215,2539,3634
"Personal taxes","LB11",1994,3083,2734,2841,2712,4215
"Personal taxes","LB11",1995,3054,2830,3214,2439,4105
"Personal taxes","LB11",1996,3150,3054,3104,2700,4002
"Personal taxes","LB11",1997,3241,3318,3170,2399,4529
"Personal taxes","LB11",1998,3264,3294,3319,2622,4115
"Personal taxes","LB11",1999,3299,3151,3819,2483,4193
"Personal taxes","LB11",2000,3117,3667,2983,2516,3582
"Personal taxes","LB11",2001,2920,3449,2527,2232,3795
"Personal taxes","LB11",2002,2496,2827,2405,2024,3008
"Personal taxes","LB11",2003,2532,2853,2294,2268,2840
"Personal taxes","LB11",2004,2166,2445,2377,1695,2460
"Personal taxes","LB11",2005,2408,2326,2160,2265,2938
"Personal taxes","LB11",2006,2432,2078,2466,2051,3381
"Personal taxes","LB11",2007,2233,1875,2497,2048,2674
"Personal taxes","LB11",2008,1789,1270,2258,1389,2584
"Personal taxes","LB11",2009,2104,2042,2745,1846,2053
"Personal taxes","LB11",2010,1769,1499,2242,1495,2096
"Personal taxes","LB11",2011,2012,1502,2398,1575,2901
"Personal taxes","LB11",2012,2226,2565,2747,1731,2295
"Personal taxes","LB11",2013,7432,7870,9674,5944,7663
"Pets, toys, and playground equipment","LB11",1984,190,180,170,190,227
"Pets, toys, and playground equipment","LB11",1985,213,213,191,210,242
"Pets, toys, and playground equipment","LB11",1986,202,197,209,181,235
"Pets, toys, and playground equipment","LB11",1987,218,216,210,210,244
"Pets, toys, and playground equipment","LB11",1988,230,215,236,213,272
"Pets, toys, and playground equipment","LB11",1989,249,225,255,243,285
"Pets, toys, and playground equipment","LB11",1990,276,270,270,271,299
"Pets, toys, and playground equipment","LB11",1991,271,272,267,243,317
"Pets, toys, and playground equipment","LB11",1992,274,251,278,271,304
"Pets, toys, and playground equipment","LB11",1993,293,266,288,309,305
"Pets, toys, and playground equipment","LB11",1994,289,275,292,275,324
"Pets, toys, and playground equipment","LB11",1995,322,317,305,309,367
"Pets, toys, and playground equipment","LB11",1996,335,333,308,356,331
"Pets, toys, and playground equipment","LB11",1997,327,325,320,299,378
"Pets, toys, and playground equipment","LB11",1998,329,377,328,295,334
"Pets, toys, and playground equipment","LB11",1999,346,373,321,318,381
"Pets, toys, and playground equipment","LB11",2000,334,360,316,313,355
"Pets, toys, and playground equipment","LB11",2001,337,368,325,304,368
"Pets, toys, and playground equipment","LB11",2002,369,403,363,341,384
"Pets, toys, and playground equipment","LB11",2003,378,378,447,307,434
"Pets, toys, and playground equipment","LB11",2004,381,373,360,364,434
"Pets, toys, and playground equipment","LB11",2005,420,411,394,396,491
"Pets, toys, and playground equipment","LB11",2006,412,388,409,388,481
"Pets, toys, and playground equipment","LB11",2007,560,523,581,517,650
"Pets, toys, and playground equipment","LB11",2008,704,599,709,631,923
"Pets, toys, and playground equipment","LB11",2009,690,649,682,651,800
"Pets, toys, and playground equipment","LB11",2010,606,586,639,610,589
"Pets, toys, and playground equipment","LB11",2011,631,613,541,661,671
"Pets, toys, and playground equipment","LB11",2012,648,645,628,624,707
"Pets, toys, and playground equipment","LB11",2013,596,564,541,585,689
"Pork","LB11",1984,119,129,118,115,109
"Pork","LB11",1985,122,129,123,120,114
"Pork","LB11",1986,116,117,117,116,113
"Pork","LB11",1987,116,114,115,127,99
"Pork","LB11",1988,110,118,101,119,94
"Pork","LB11",1989,116,121,113,119,109
"Pork","LB11",1990,132,130,130,142,122
"Pork","LB11",1991,144,130,133,166,137
"Pork","LB11",1992,156,160,154,162,142
"Pork","LB11",1993,154,156,153,164,135
"Pork","LB11",1994,156,146,161,170,139
"Pork","LB11",1995,156,137,156,172,153
"Pork","LB11",1996,157,162,146,172,139
"Pork","LB11",1997,157,153,141,173,150
"Pork","LB11",1998,146,149,146,153,131
"Pork","LB11",1999,157,151,147,170,151
"Pork","LB11",2000,167,160,162,176,164
"Pork","LB11",2001,177,159,181,198,161
"Pork","LB11",2002,167,157,164,182,157
"Pork","LB11",2003,171,161,168,181,167
"Pork","LB11",2004,181,170,189,189,172
"Pork","LB11",2005,153,150,163,157,143
"Pork","LB11",2006,157,155,141,163,163
"Pork","LB11",2007,150,140,149,160,144
"Pork","LB11",2008,163,151,154,174,165
"Pork","LB11",2009,168,171,165,172,163
"Pork","LB11",2010,149,143,148,158,140
"Pork","LB11",2011,162,161,152,174,151
"Pork","LB11",2012,166,155,159,178,161
"Pork","LB11",2013,170,172,165,175,163
"Poultry","LB11",1984,85,69,101,87,85
"Poultry","LB11",1985,83,62,108,83,83
"Poultry","LB11",1986,85,69,112,78,87
"Poultry","LB11",1987,87,67,119,84,85
"Poultry","LB11",1988,84,69,107,82,83
"Poultry","LB11",1989,100,78,126,91,113
"Poultry","LB11",1990,108,82,139,105,111
"Poultry","LB11",1991,122,97,152,118,129
"Poultry","LB11",1992,123,104,170,115,112
"Poultry","LB11",1993,131,112,179,118,129
"Poultry","LB11",1994,137,114,178,136,126
"Poultry","LB11",1995,138,116,182,131,132
"Poultry","LB11",1996,144,121,180,142,141
"Poultry","LB11",1997,145,119,177,141,151
"Poultry","LB11",1998,137,112,155,137,146
"Poultry","LB11",1999,136,105,162,136,147
"Poultry","LB11",2000,145,125,174,142,146
"Poultry","LB11",2001,152,124,189,152,149
"Poultry","LB11",2002,144,125,168,140,150
"Poultry","LB11",2003,145,123,165,141,157
"Poultry","LB11",2004,156,127,194,149,163
"Poultry","LB11",2005,134,121,159,129,135
"Poultry","LB11",2006,141,115,167,137,150
"Poultry","LB11",2007,142,112,151,148,154
"Poultry","LB11",2008,159,135,184,157,166
"Poultry","LB11",2009,154,121,169,158,169
"Poultry","LB11",2010,138,112,160,143,139
"Poultry","LB11",2011,154,132,168,154,167
"Poultry","LB11",2012,159,138,178,154,175
"Poultry","LB11",2013,170,153,203,164,169
"Processed vegetables","LB11",1984,56,55,59,57,54
"Processed vegetables","LB11",1985,54,52,54,57,52
"Processed vegetables","LB11",1986,54,52,53,55,55
"Processed vegetables","LB11",1987,55,52,55,55,59
"Processed vegetables","LB11",1988,57,57,56,59,55
"Processed vegetables","LB11",1989,66,66,61,70,66
"Processed vegetables","LB11",1990,70,62,72,75,69
"Processed vegetables","LB11",1991,72,68,66,79,73
"Processed vegetables","LB11",1992,74,70,77,76,73
"Processed vegetables","LB11",1993,79,72,84,82,77
"Processed vegetables","LB11",1994,76,72,77,80,71
"Processed vegetables","LB11",1995,80,75,81,84,77
"Processed vegetables","LB11",1996,80,77,77,81,83
"Processed vegetables","LB11",1997,80,70,79,89,79
"Processed vegetables","LB11",1998,76,75,80,75,77
"Processed vegetables","LB11",1999,86,84,84,89,84
"Processed vegetables","LB11",2000,84,81,83,86,84
"Processed vegetables","LB11",2001,84,77,94,85,79
"Processed vegetables","LB11",2002,83,79,80,88,83
"Processed vegetables","LB11",2003,84,81,88,88,78
"Processed vegetables","LB11",2004,82,78,89,82,78
"Processed vegetables","LB11",2005,89,87,95,89,87
"Processed vegetables","LB11",2006,95,86,92,93,109
"Processed vegetables","LB11",2007,96,89,93,98,100
"Processed vegetables","LB11",2008,107,105,108,106,108
"Processed vegetables","LB11",2009,110,107,119,111,103
"Processed vegetables","LB11",2010,124,126,134,119,123
"Processed vegetables","LB11",2011,128,130,140,123,121
"Processed vegetables","LB11",2012,130,140,136,124,123
"Processed vegetables","LB11",2013,130,147,136,125,116
"Property taxes","LB11",1984,421,522,581,253,391
"Property taxes","LB11",1985,438,610,490,282,411
"Property taxes","LB11",1986,418,480,579,261,438
"Property taxes","LB11",1987,464,541,657,294,449
"Property taxes","LB11",1988,504,656,669,272,522
"Property taxes","LB11",1989,575,667,810,352,584
"Property taxes","LB11",1990,597,639,884,391,594
"Property taxes","LB11",1991,789,727,1199,568,809
"Property taxes","LB11",1992,782,802,1274,494,728
"Property taxes","LB11",1993,825,852,1315,570,728
"Property taxes","LB11",1994,922,913,1440,687,812
"Property taxes","LB11",1995,930,953,1439,692,806
"Property taxes","LB11",1996,939,1111,1496,621,761
"Property taxes","LB11",1997,971,1088,1569,630,838
"Property taxes","LB11",1998,1015,1090,1662,687,884
"Property taxes","LB11",1999,1123,1213,1843,765,962
"Property taxes","LB11",2000,1139,1224,1780,825,987
"Property taxes","LB11",2001,1233,1290,2065,851,1072
"Property taxes","LB11",2002,1242,1316,1946,906,1103
"Property taxes","LB11",2003,1344,1427,2004,1018,1211
"Property taxes","LB11",2004,1391,1530,2131,1046,1176
"Property taxes","LB11",2005,1541,1671,2344,1085,1452
"Property taxes","LB11",2006,1649,1709,2520,1189,1575
"Property taxes","LB11",2007,1709,1801,2649,1259,1555
"Property taxes","LB11",2008,1758,1924,2796,1266,1525
"Property taxes","LB11",2009,1811,1962,2865,1309,1599
"Property taxes","LB11",2010,1814,1961,2839,1315,1646
"Property taxes","LB11",2011,1845,1936,3000,1340,1634
"Property taxes","LB11",2012,1836,1948,3033,1302,1647
"Property taxes","LB11",2013,1848,1966,3127,1337,1547
"Reading","LB11",1984,132,138,153,111,137
"Reading","LB11",1985,141,146,168,117,142
"Reading","LB11",1986,140,139,169,113,156
"Reading","LB11",1987,142,147,165,115,156
"Reading","LB11",1988,150,152,181,121,162
"Reading","LB11",1989,157,160,183,129,170
"Reading","LB11",1990,153,160,171,131,164
"Reading","LB11",1991,163,162,188,138,179
"Reading","LB11",1992,162,171,185,134,171
"Reading","LB11",1993,166,164,193,143,181
"Reading","LB11",1994,165,161,191,136,191
"Reading","LB11",1995,162,170,185,135,177
"Reading","LB11",1996,159,169,185,135,164
"Reading","LB11",1997,164,170,192,130,186
"Reading","LB11",1998,161,170,201,125,173
"Reading","LB11",1999,159,166,195,117,189
"Reading","LB11",2000,146,164,172,114,158
"Reading","LB11",2001,141,162,169,101,159
"Reading","LB11",2002,139,149,165,103,162
"Reading","LB11",2003,127,141,153,93,146
"Reading","LB11",2004,130,150,145,98,150
"Reading","LB11",2005,126,132,148,94,155
"Reading","LB11",2006,117,129,132,85,144
"Reading","LB11",2007,118,126,135,89,140
"Reading","LB11",2008,116,118,141,87,140
"Reading","LB11",2009,110,112,141,85,121
"Reading","LB11",2010,100,101,124,80,111
"Reading","LB11",2011,115,123,130,88,140
"Reading","LB11",2012,109,107,134,82,137
"Reading","LB11",2013,102,113,117,79,119
"Rented dwellings","LB11",1984,1070,817,1171,911,1587
"Rented dwellings","LB11",1985,1180,862,1345,1019,1714
"Rented dwellings","LB11",1986,1262,979,1458,1084,1722
"Rented dwellings","LB11",1987,1345,1010,1466,1149,1961
"Rented dwellings","LB11",1988,1468,1085,1659,1200,2185
"Rented dwellings","LB11",1989,1500,1120,1772,1270,2072
"Rented dwellings","LB11",1990,1533,1200,1832,1264,2077
"Rented dwellings","LB11",1991,1588,1265,1852,1308,2178
"Rented dwellings","LB11",1992,1761,1249,2135,1500,2435
"Rented dwellings","LB11",1993,1714,1270,2140,1366,2405
"Rented dwellings","LB11",1994,1799,1389,2119,1498,2475
"Rented dwellings","LB11",1995,1788,1319,2163,1529,2419
"Rented dwellings","LB11",1996,1864,1410,2318,1500,2543
"Rented dwellings","LB11",1997,1983,1477,2298,1694,2731
"Rented dwellings","LB11",1998,1978,1517,2356,1638,2675
"Rented dwellings","LB11",1999,2027,1599,2423,1645,2743
"Rented dwellings","LB11",2000,2034,1531,2434,1643,2832
"Rented dwellings","LB11",2001,2134,1549,2536,1754,3019
"Rented dwellings","LB11",2002,2160,1657,2567,1744,3003
"Rented dwellings","LB11",2003,2179,1720,2664,1802,2848
"Rented dwellings","LB11",2004,2201,1556,2674,1826,3066
"Rented dwellings","LB11",2005,2345,1664,2765,1911,3398
"Rented dwellings","LB11",2006,2590,1812,3042,2143,3719
"Rented dwellings","LB11",2007,2602,1883,3036,2072,3811
"Rented dwellings","LB11",2008,2724,2000,3068,2297,3880
"Rented dwellings","LB11",2009,2860,1986,3507,2361,4021
"Rented dwellings","LB11",2010,2900,1947,3636,2353,4127
"Rented dwellings","LB11",2011,3029,2153,3567,2505,4297
"Rented dwellings","LB11",2012,3186,2282,3938,2617,4416
"Rented dwellings","LB11",2013,3324,2437,4012,2670,4739
"Residential phone service, VOIP, and phone cards","LB11",2013,358,328,476,347,310
"Shelter","LB11",1984,3489,3088,3448,3290,4448
"Shelter","LB11",1985,3833,3499,3748,3465,5034
"Shelter","LB11",1986,3979,3332,4370,3510,5199
"Shelter","LB11",1987,4154,3488,4590,3665,5338
"Shelter","LB11",1988,4493,3897,4993,3834,5797
"Shelter","LB11",1989,4835,4121,5437,4079,6347
"Shelter","LB11",1990,4836,4057,5659,3968,6373
"Shelter","LB11",1991,5191,4307,6262,4339,6592
"Shelter","LB11",1992,5411,4488,6588,4423,6961
"Shelter","LB11",1993,5415,4563,6367,4532,6967
"Shelter","LB11",1994,5686,4922,6724,4723,7171
"Shelter","LB11",1995,5928,5194,6989,4860,7545
"Shelter","LB11",1996,6064,5456,7201,5014,7405
"Shelter","LB11",1997,6344,5653,7539,5070,8089
"Shelter","LB11",1998,6680,6043,8042,5392,8198
"Shelter","LB11",1999,7016,6491,8256,5540,8827
"Shelter","LB11",2000,7114,6633,8222,5839,8667
"Shelter","LB11",2001,7602,7056,8943,6101,9440
"Shelter","LB11",2002,7829,7097,8962,6478,9792
"Shelter","LB11",2003,7887,7086,9134,6660,9630
"Shelter","LB11",2004,7998,7339,9626,6621,9513
"Shelter","LB11",2005,8805,7886,10071,7167,11337
"Shelter","LB11",2006,9673,8220,11035,7876,12885
"Shelter","LB11",2007,10023,8839,11640,8233,12729
"Shelter","LB11",2008,10183,8923,12023,8479,12721
"Shelter","LB11",2009,10075,8756,11944,8524,12378
"Shelter","LB11",2010,9812,8514,11772,8123,12237
"Shelter","LB11",2011,9825,8409,12033,8110,12193
"Shelter","LB11",2012,9891,8530,12274,8298,11953
"Shelter","LB11",2013,10080,9055,12517,8327,12053
"State and local income taxes","LB11",1984,431,490,490,321,481
"State and local income taxes","LB11",1985,437,489,474,367,452
"State and local income taxes","LB11",1986,412,407,405,336,556
"State and local income taxes","LB11",1987,454,487,413,348,621
"State and local income taxes","LB11",1988,445,498,531,309,513
"State and local income taxes","LB11",1989,521,570,666,355,581
"State and local income taxes","LB11",1990,558,568,620,365,791
"State and local income taxes","LB11",1991,612,558,835,397,797
"State and local income taxes","LB11",1992,624,615,837,369,824
"State and local income taxes","LB11",1993,601,648,750,367,762
"State and local income taxes","LB11",1994,629,658,685,445,819
"State and local income taxes","LB11",1995,640,674,774,394,859
"State and local income taxes","LB11",1996,665,715,895,440,784
"State and local income taxes","LB11",1997,645,768,719,379,872
"State and local income taxes","LB11",1998,630,790,689,366,809
"State and local income taxes","LB11",1999,616,715,699,361,815
"State and local income taxes","LB11",2000,562,815,633,321,614
"State and local income taxes","LB11",2001,555,815,548,280,726
"State and local income taxes","LB11",2002,506,684,520,313,629
"State and local income taxes","LB11",2003,502,672,543,348,546
"State and local income taxes","LB11",2004,472,586,561,330,510
"State and local income taxes","LB11",2005,534,572,509,435,677
"State and local income taxes","LB11",2006,519,500,610,343,742
"State and local income taxes","LB11",2007,468,467,599,325,589
"State and local income taxes","LB11",2008,542,524,723,367,695
"State and local income taxes","LB11",2009,524,567,766,351,560
"State and local income taxes","LB11",2010,482,456,700,329,582
"State and local income taxes","LB11",2011,505,476,653,299,748
"State and local income taxes","LB11",2012,526,603,731,343,588
"State and local income taxes","LB11",2013,1629,1964,2211,1031,1822
"Tobacco products and smoking supplies","LB11",1984,228,235,244,239,182
"Tobacco products and smoking supplies","LB11",1985,219,223,225,239,172
"Tobacco products and smoking supplies","LB11",1986,230,241,236,244,186
"Tobacco products and smoking supplies","LB11",1987,232,259,229,240,189
"Tobacco products and smoking supplies","LB11",1988,242,257,242,260,193
"Tobacco products and smoking supplies","LB11",1989,261,292,254,266,221
"Tobacco products and smoking supplies","LB11",1990,274,298,279,286,221
"Tobacco products and smoking supplies","LB11",1991,276,304,290,278,226
"Tobacco products and smoking supplies","LB11",1992,275,298,268,295,220
"Tobacco products and smoking supplies","LB11",1993,268,299,267,278,217
"Tobacco products and smoking supplies","LB11",1994,259,291,255,271,202
"Tobacco products and smoking supplies","LB11",1995,269,298,261,283,218
"Tobacco products and smoking supplies","LB11",1996,255,288,238,274,201
"Tobacco products and smoking supplies","LB11",1997,264,302,260,268,217
"Tobacco products and smoking supplies","LB11",1998,273,315,301,274,202
"Tobacco products and smoking supplies","LB11",1999,300,346,318,302,232
"Tobacco products and smoking supplies","LB11",2000,319,360,326,334,245
"Tobacco products and smoking supplies","LB11",2001,308,374,304,316,230
"Tobacco products and smoking supplies","LB11",2002,320,396,315,321,247
"Tobacco products and smoking supplies","LB11",2003,290,363,306,275,224
"Tobacco products and smoking supplies","LB11",2004,288,340,296,291,223
"Tobacco products and smoking supplies","LB11",2005,319,374,330,318,254
"Tobacco products and smoking supplies","LB11",2006,327,355,331,336,279
"Tobacco products and smoking supplies","LB11",2007,323,365,361,332,234
"Tobacco products and smoking supplies","LB11",2008,317,357,324,324,257
"Tobacco products and smoking supplies","LB11",2009,380,409,439,394,278
"Tobacco products and smoking supplies","LB11",2010,362,381,380,401,266
"Tobacco products and smoking supplies","LB11",2011,351,364,356,391,268
"Tobacco products and smoking supplies","LB11",2012,332,341,354,364,250
"Tobacco products and smoking supplies","LB11",2013,330,358,343,344,267
"Toys, hobbies, and playground equipment","LB11",2013,136,126,145,114,178
"Unemp and workrs comp, vet bnfits, reg contrib","LB11",2013,NA,NA,NA,NA,NA
"Unemp. & workers compen., veterans benefits","LB11",1984,NA,NA,NA,NA,NA
"Unemp. & workers compen., veterans benefits","LB11",1985,NA,NA,NA,NA,NA
"Unemp. & workers compen., veterans benefits","LB11",1986,NA,NA,NA,NA,NA
